Order,Level,Award,Name,Citation,County
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sarah Louise BAILEY ,"Executive Headteacher, Queensbridge Primary School, De Beauvoir School and Mapledene Children’s Centre, Hackney.  For services to Education.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Judy Susan BAKER ,For services to the Development of Cyber Skills.,Surrey
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Phillip BALDWIN ,"Artistic Director, Rambert Dance Company.  For services to Dance.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael BALL ,Actor and Singer.  For services to Musical Theatre.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Christine BANIM ,"National Service Director, Children and Family Court Advisory and Support Service.  For services to Children.",Cheshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Gillian Elizabeth BARANSKI ,"Chief Executive, CAFCASS Cymru. For services to Vulnerable Children in Wales.",Cardiff
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Donna BARRATT ,"Headteacher, Glebe Primary School, Harrow.  For services to Education.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Raymond BARRON ,"Chief Executive, Birmingham Royal Ballet.   For services to Arts Administration.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Simon John BARTLEY ,For voluntary and charitable services.,Kent
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Judith BATCHELAR ,"Brand Director, Sainsbury’s.  For services to Farming and the Food Industry.",Berkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor John Arnott BEATH FRSE,"Emeritus Professor of Economics, University of St. Andrews.  For services to Economics.",Fife
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael BLACKBURN ,"North West Regional Director, BT.  For services to the Economy in the North West.",Cheshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Harris BOKHARI ,For services to Young People and Interfaith Relations.,Surrey
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire, Patti BOULAYE ,For charitable services in the UK and Sub-Saharan Africa.,Buckinghamshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jack Byron BOYER ,"Chairman, Ilika Technologies plc.  For services to Science and Engineering.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lady Tessa Suzanne Mary BREWER ,"Lately Chair, City of London Festival.  For voluntary service to Arts and Culture in London.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Edward William BROADLEY ,"Lately Senior Education Officer, Education Scotland. For services to Education.",Inverness-shire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Duwayne Lloyd Anthony BROOKS ,For public and political service.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith Clark BROWN ,For services to charitable fundraising and the community in Essex.,Essex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Christopher John BUDD ,"Professor in Applied Mathematics, University of Bath.  For services to Science and Mathematics Education.",Bristol
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Elizabeth BULL ,"Lately Headteacher, Slated Row School, Milton Keynes. For services to Education.",Dorset
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Patrick Henry BURGESS MBE DL,For services to Young People and the Community in West Sussex.,West Sussex
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sandra Jayne BURKE ,"Lately Chief Executive, Dundee and Angus Chamber of Commerce.  For services to Economic Development and Social Care in Scotland.",Dundee
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Karen Elizabeth BUTLER ,"Headteacher, Alloway Primary School, South Ayrshire.  For services to Education.",Ayrshire and Arran
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Bill William Foster CALDWELL ,"Honorary Treasurer, Bryson Charitable Group. For services to the community in Northern Ireland.",Belfast
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Carolyn Margaret McIntyre CAMPBELL ,"Lately Head of International, Quality Assurance Agency.  For services to Higher Education.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas Andrew Argyll CAMPBELL ,"Patron, British Association for Adoption and Fostering.  For services to Children.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Patrice CANAVAN ,"Headteacher, Oaklands School, Tower Hamlets, London.  For services to Education.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Janet CARR ,"Honorary Senior Researcher, The Tizard Centre, University of Kent.  For services to People with Down's Syndrome and their Families.",Surrey
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Joffre CARROLL ,"Chief Executive, Boys' and Girls' Club of Wales. For services to Young People in Wales.",Gloucestershire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alexander Martin CLUNES ,"For services to Drama, charity and to the community in Dorset.",Dorset
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Dominic COLE ,"Lately Chair, The Garden History Society.  For services to Landscape Conservation.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Cheryl Anne COPPELL ,"Chief Executive, London Borough of Havering.  For services to Local Government.",Berkshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Michael CORBETT ,"District Operations Manager, Department for Work and Pensions.  For services to Unemployed People in Waltham Forest especially through the Youth Hub.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Lauren COSTELLO ,"Executive Headteacher, The Federation of Moredon Primary and Nursery School and Rodbourne Cheney Primary School, Swindon.  For services to Education.",Wiltshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Caroline CRIADO-PEREZ ,"Journalist.  For services to Equality and Diversity, particularly in the Media.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Judith Helen CROSS ,"Chair, Childhood Epilepsy and Deputy Head, Developmental Neurosciences Programme, UCL Institute of Child Health.  For services to Children with Epilepsy.",Hertfordshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Irene CURTIS ,"Chief Superintendent, Lancashire Constabulary and National President, Police Superintendents' Association of England and Wales. For services to Policing.",Lancashire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Gillian Mary DARLEY FSA,Historian and Architectural Campaigner. For services to the Built Environment and its Conservation.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian Marshall DARLING ,For voluntary service to the Conservation of Wild Birds and Land Management in Scotland.,Edinburgh
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Antony DARLING QC,"Chair, Sports Ground Safety Authority. For services to Safety at Sports Grounds and to Horseracing.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Katharine DAVIDSON ,For services to Government Efficiency.,London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Brian Rhys DAVIES ,"Lately Chef de Mission, Team Wales, 2014 Commonwealth Games.  For services to Sport in Wales.",Monmouthshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jonathan DAVIES MBE,"President, Velindre Cancer Centre, Cardiff. For voluntary and charitable services to People with Cancer.",Cardiff
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Lesley Jean DAVIES ,"Council Member and Education Trustee, NACRO.  For services to Education.",Cheshire
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter DAWSON ,"Chief Executive, The R&A and Secretary, The Royal Ancient Golf Club of St Andrews.  For services to Sport.",Fife
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Rev'd Canon Cynthia DOWDLE ,"Dean of Women's Ministry, Liverpool Diocese.  For services to Gender Equality and Social Inclusion.",Merseyside
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Michael Stewart DOYLE ,"Deputy Director, HM Treasury.  For services to Economic Analysis and Policy-making.",London
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Trevor Werner DREW ,"Lead Scientist, Viral Diseases, Animal and Plant Health Agency. For services to Animal Health and Welfare.",Surrey
Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Laing DUNCAN ,"Consultant General and Vascular Surgeon, Raigmore Hospital, Inverness.  For services to Healthcare in the North of Scotland.",Inverness-shire
