,,Birthday Honours List 2011,,,,,
New Year,List,Order,Level,Award,Name,Citation,County
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Bronach HUGHES ,"For services to the community in Thames Ditton, Surrey.",Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Brinley HUGHES ,"For services to HMS Trincomalee and to the Tourist Industry in Hartlepool, County Durham.",Conwy
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael John HUGHES ,For services to Legal Education.,Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rowenna Margaret HUGHES ,"Lately Physiotherapist, King''s College Hospital, London. For services to Healthcare and to Disabled People.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert HULL ,"Grade C1, Ministry of Defence.",Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Delyth HUMFRYES ,"Chair, Dyfed Powys Police Authority.  For services to the community in West Wales.",Carmarthenshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond John HUMPHRIES ,"For services to the community in Shaftesbury, Dorset.",Dorset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Azhar HUSSAIN ,For services to Motorsport.,Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Louis Charles HYLTON ,"Constable, West Mercia Police.  For services the Police.",Shropshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Phillips IDOWU ,For services to Athletics.,West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alison Jane INGS ,"Chair of Governors, North West Specialist Inclusive Learning Centre.  For services to Special Educational Needs.",West Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Cherron INKO-TARIAH ,"Senior Policy Adviser, Big Society Programme Team, Department for Communities and Local Government.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Angus Mackenzie INNES ,For services to the Prevention of Environmental Crime.,Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Asif IQBAL ,"Project Manager, Deaf Parenting UK.  For services to Deaf and Disabled People.",Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Ann Leslie IRVIN ,For services to Women's Golf.,Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John JACKSON ,"For services to the community in Weston-Super-Mare, Somerset and Overseas.",Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Thomas Beaumont JAMES ,"Professor Emeritus of Regional Studies, University of Winchester.  For services to Higher Education.",Gloucestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Uriel JAMIESON ,"Lately Head of Policy and Business Support, Chief Nursing Officer Directorate, Scottish Government.",Edinburgh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Ian JARVIE ,For services to the community in the Scottish Borders.,Berwickshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Elizabeth JENKINSON ,For charitable services.,Buckinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jennifer Angela JOHNSON ,For services to Homeless Young People in the West Midlands.,West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James JOHNSONE ,"Director, Tees Valley Living.  For services to the Housing Sector in the North East.",Durham
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert John JOHNSTON ,"Councillor, Fermanagh District Council.  For services to Local Government in Northern Ireland.",Fermanagh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosemary Christine JOLLY ,For services to the community in Lancashire.,Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Christopher Rufus JONES ,"National President, Farm Crisis Network. For services to Agriculture.",Northamptonshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Cyril JONES ,For services to the community in Rhondda Cynon Taff.,"Rhondda, Cynon, Taff"
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard JONES ,"Lately Deputy Director and Head of the Employment Relations Team, Royal College of Nursing. For services to Healthcare in Wales.","Rhondda, Cynon, Taff"
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,The Reverend Winifred JONES ,"For services to the community in Leighton Buzzard, Bedfordshire.",Bedfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Dilys JOYCE ,For voluntary service to the National Blood Service.,Suffolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Walter Anselm Henry KAHN ,For services to Gliding.,Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Devinder KALHAN ,"Group Manager, Adults and Communities Directorate, Birmingham City Council.  For services to Local Government and to Inter-Faith Relations.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Kamaljit KAUR ,For services to Equal Opportunities for Asian Women.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian Keith KEMP ,"Head of Operational Command, Traffic, Metropolitan Police Service.  For services to the Police.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Gillian KENNETT ,For services to Healthcare and to the community in the Isle of Wight.,Isle of Wight
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret KERR ,"For services to Healthcare and to the community in Oswestry, Shropshire.",Shropshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Edward KESSLER ,"Founding Director, Woolf Institute. For services to Inter-Faith Relations.",Cambridgeshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Christopher John Rossiter KETTLER ,For services to Orthodontics.,Bedfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ashley Michael KIDD ,"Grade C1, Ministry of Defence.",Cambridgeshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert KING ,For services to the Tourist Industry and to Disadvantaged People in Norfolk.,Norfolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Brooke KINSELLA ,For services to the Prevention of Knife Crime.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Julie Hilda KIRBY ,"Foster Carer, Children's Family Trust, Worcestershire.  For services to Families.",East Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Robson KIRKUP ,"Curator, Hunterian Museum. For services to Medical Heritage.",Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Malcolm KITSON ,For voluntary service to Southampton General Hospital.,Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Steven KNAPIK ,For services to Young People in Merthyr Tydfil and in Poland.,Blaneau Gwent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jyotsna Arun KOTNIS ,For services to Community Relations in Northamptonshire.,Northamptonshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Parvinder Singh LALLI ,"Executive Officer, Jobcentre Plus, Department for Work and Pensions.",Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Donald Ramsay LAMONT ,"HM Principal Specialist Inspector of Health and Safety (Civil Engineering), Department for Work and Pensions.",Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sharon LAMONT ,"Head of Foundation Stage, Millburn Primary School.  For services to Early Years Education in Northern Ireland.",Londonderry
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Christine LANGTON ,"For services to the community in Chattisham, Suffolk.",Suffolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John (Stephen) Scott LANGTREE ,"Vice-President, Chester Civic Trust. For services to the community in Cheshire.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kenneth LAWRENCE ,For charitable services in Neath Port Talbot.,Neath Port Talbot
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joan Elizabeth LEAN ,"Deputy Head, Cathays Park Facilities Management, Welsh Assembly Government.",Bridgend
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Iris Doreen LEARY ,"For services to the community in Newport Pagnall, Buckinghamshire.",Buckinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joanne LEWIS ,"Higher Officer, Finance and Performance Team, Benefit and Credits, Preston, HM Revenue and Customs.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Martin John LIGHTFOOT ,"For services to Heritage in Bury St Edmunds, Suffolk.",Suffolk
